45,00,0028,0000,4000,40,06,f6fd,82d0f6ab,b2161840,1cabc35e000000004db2d9db5014000064660000, 7016
45,00,0052,7bac,0000,40,11,7563,82d0f6ab,08080808,80430035003e89db24ed010000010000000000010236340232340232320331373807696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,a172,82d0f6ab,a28e7d53,1b5849e5000000009e73e5eb501400002cd60000, 7016
45,00,0054,9f94,0000,40,11,5179,82d0f6ab,08080808,e96e0035004089dd3b9d0100000100000000000102383303313235033134320331363207696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,a13e,82d0f6ab,a28e7d87,0ce3b5e500000000f6b2eb3750140000718b0000, 7016
45,00,0055,9fc9,0000,40,11,5143,82d0f6ab,08080808,a0330035004189de0117010000010000000000010331333503313235033134320331363207696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,40,0028,0000,4000,40,06,cc87,82d0f6ab,c2b431d8,0c98dde60000000008c22b2b50140000235c0000, 7016
45,c0,0050,30ff,0000,40,01,21eb,82d0f6ab,14629925,030d241d0000000045000034d5cd0000270696f31462992582d0f6aba6b6027c467ea25e000000008002ffffb6110000020405a00103030801010402, 7016
45,00,0052,1853,0000,40,11,d8bc,82d0f6ab,08080808,8eff0035003e89db671f010000010000000000010233370331353302393802323007696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,9f5e,82d0f6ab,5c3fc5b6,19e4ba4e00000000189f96b95014000090d30000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,00,0028,0000,4000,40,06,abbf,82d0f6ab,c4fb5099,08aeed9900000000b31cab2c50140000cc2e0000, 7016
45,00,0054,c6db,0000,40,11,2a32,82d0f6ab,08080808,b2b50035004089ddca640100000100000000000103313533023830033235310331393607696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,c0,0058,5b24,0000,40,01,a8f1,82d0f6ab,dde91e6a,030d72f1000000004500003c612c40002e0675c0dde91e6a82d0f6abecca0017eba7f6b200000000a0027170f6550000020405140402080a0431979e0000000001030305, 7016
45,00,0054,8a18,0000,40,11,66f5,82d0f6ab,08080808,9f2f0035004089ddd7d30100000100000000000103313036023330033233330332323107696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,aa00,82d0f6ab,a45c72f7,23376658000000007cefa9bb501400006ec60000, 7016
45,60,0028,0000,4000,40,06,a892,82d0f6ab,93b984a8,1f98debb00000000cca73f645014000013930000, 7016
45,00,0054,146f,0000,40,11,dc9e,82d0f6ab,08080808,94d30035004089dd6bd80100000100000000000103323437033131340239320331363407696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0055,1ee2,0000,40,11,d22a,82d0f6ab,08080808,a27d0035004189def167010000010000000000010331363803313332033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,40,0028,0000,4000,40,06,cc87,82d0f6ab,c2b431d8,17ebdde600000000daa2ab0050140000c6520000, 7016
45,00,004a,3929,0000,40,11,b7ee,82d0f6ab,08080808,c87b0035003689d383d8010000010000000000010d6665646f726170726f6a656374036f7267000001000100002905c0000000000000, 7016
45,00,003c,0b22,4000,40,06,6f79,82d0f6ab,26912014,b9de00505cf372b700000000a002faf0c04f0000020405b40402080a5dba7e920000000001030308, 7016
45,00,0034,0b23,4000,40,06,6f80,82d0f6ab,26912014,b9de00505cf372b8678a7b82801000fbc04700000101080a5dba7f0d726e1171, 7016
45,00,0091,0b24,4000,40,06,6f22,82d0f6ab,26912014,b9de00505cf372b8678a7b82801800fbc0a400000101080a5dba7f0d726e1171474554202f7374617469632f686f7473706f742e74787420485454502f312e310d0a486f73743a206665646f726170726f6a6563742e6f72670d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a, 7016
45,00,0052,40f0,0000,40,11,b01f,82d0f6ab,08080808,ed940035003e89dba90e010000010000000000010232300233320331343502333807696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0034,0b25,4000,40,06,6f7e,82d0f6ab,26912014,b9de00505cf37315678a7d24801000fbc04700000101080a5dba7f89726e11ee, 7016
45,00,0034,0b26,4000,40,06,6f7d,82d0f6ab,26912014,b9de00505cf37315678a7d24801100fbc04700000101080a5dba7f89726e11ee, 7016
45,00,0034,0b27,4000,40,06,6f7c,82d0f6ab,26912014,b9de00505cf37316678a7d25801000fbc04700000101080a5dba7f89726e11ee, 7016
45,c0,0048,04ee,0000,40,01,1bdf,82d0f6ab,c6eb18c1,030d563a000000004500002cf0380000f3067e6ac6eb18c182d0f6abcbfa006f031f06fc000000006002040064790000020405b4, 7016
45,00,0054,6f45,0000,40,11,81c8,82d0f6ab,08080808,e1a40035004089dd6e130100000100000000000103313933023234033233350331393807696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,00,0028,0000,4000,40,06,1bf0,82d0f6ab,5b8649de,0c98b8a4000000005b825f9a5014000010970000, 7016
45,00,0053,c4e9,0000,40,11,2c25,82d0f6ab,08080808,d62f0035003f89dc004701000001000000000001033232320237330331333402393107696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,c0,0048,71f9,0000,40,01,cb21,82d0f6ab,cf5af403,030d39ec000000004500002c416700006706d58acf5af40382d0f6ab71530058b566aa6f0000000060029b63ee660000020405b4, 7016
45,00,0052,e35e,0000,40,11,0db1,82d0f6ab,08080808,e5600035003e89db6e5b010000010000000000010133033234340239300332303707696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,60,0028,0000,4000,40,06,88c7,82d0f6ab,a2d89554,25d8c078000000001a9a8e58501400006ee40000, 7016
45,00,0054,2de8,0000,40,11,c325,82d0f6ab,08080808,d4f90035004089dd62140100000100000000000102383403313439033231360331363207696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,00,004c,99bc,4000,40,11,adf6,82d0f6ab,82d0f6a1,a58b007b0038f33723000820000000000000000000000000000000000000000000000000000000000000000000000000e4ce2fb448afa494, 7016
45,00,0028,0000,4000,40,06,29e9,82d0f6ab,cc4ccb1e,0ceac9a10000000037cbf7405014000099510000, 7016
45,00,0053,1afb,0000,40,11,d613,82d0f6ab,08080808,e9e90035003f89dccbae01000001000000000001023330033230330237360332303407696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,fdee,82d0f6ab,cf5af40a,09f666580000000028b78be2501400004e070000, 7016
45,00,0053,9879,0000,40,11,5895,82d0f6ab,08080808,db050035003f89dca55a01000001000000000001023130033234340239300332303707696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,c0,0044,e40e,0000,40,01,61b4,82d0f6ab,5dae5d0c,030d31440000000045000028227e0000f206721b5dae5d0c82d0f6abea60005047e0d485000000005002040070950000, 7016
45,00,0052,70a1,0000,40,11,806e,82d0f6ab,08080808,88940035003e89dbcf7c010000010000000000010231320239330331373402393307696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,a4a9,82d0f6ab,c4fb57af,0016c94f00000000a90be47d50140000c2ba0000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,c0,0050,3947,0000,40,01,2f09,82d0f6ab,cc4ccbd4,030d0eb70000000045000034c83b00003006b0ebcc4ccbd482d0f6ab8fbb0052f44dc578000000008002ffff139f0000020405b40103030801010402, 7016
45,00,0054,b69a,0000,40,11,3a73,82d0f6ab,08080808,e9f70035004089dd878b0100000100000000000103323132033230330237360332303407696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,ff62,82d0f6ab,73e74e0a,1f44971d000000009fb7e441501400003a080000, 7016
45,00,0053,6a3b,0000,40,11,86d3,82d0f6ab,08080808,8ad20035003f89dc876601000001000000000001023130023738033233310331313507696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,40,0028,0000,4000,40,06,cc87,82d0f6ab,c2b431d8,04f0dde600000000fda617815014000049c90000, 7016
45,00,0028,0000,4000,40,06,cb70,82d0f6ab,23cbd218,0bbddab700000000c4f103995014000091710000, 7016
45,00,0053,6dc8,0000,40,11,8346,82d0f6ab,08080808,b6d30035003f89dc5e9a01000001000000000001023234033231300332303302333507696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,00,0028,0000,4000,40,06,9f5f,82d0f6ab,5c3fc5b5,19ada5a500000000049b006650140000500c0000, 7016
45,00,0053,997f,0000,40,11,578f,82d0f6ab,08080808,80da0035003f89dc199901000001000000000001033138310331393702363302393207696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,00,0028,0000,4000,40,06,fdeb,82d0f6ab,cf5af40d,11947b1c000000001f59ed7450140000d96d0000, 7016
45,00,0053,60c2,0000,40,11,904c,82d0f6ab,08080808,b1df0035003f89dc5bbd01000001000000000001023133033234340239300332303707696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,f6c4,82d0f6ab,b2161879,1c3dd7b700000000c851f3f950140000bb840000, 7016
45,00,0053,b28e,0000,40,11,3e80,82d0f6ab,08080808,92ea0035003f89dce04701000001000000000001033132310232340232320331373807696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,00,0028,0000,4000,40,06,3c3c,82d0f6ab,34a55073,22b8c32600000000c0685b1f50140000afd50000, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,00,0053,b6e0,0000,40,11,3a2e,82d0f6ab,08080808,aac40035003f89dc101c01000001000000000001033131350238300331363502353207696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,3133,82d0f6ab,14a87b79,10ebb5ef00000000a3c1907250140000ab240000, 7016
45,00,0054,0844,0000,40,11,e8c9,82d0f6ab,08080808,d3610035004089dd56850100000100000000000103313231033132330331363802323007696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,fdeb,82d0f6ab,cf5af40d,145158780000000044517fbd5014000042140000, 7016
45,00,004a,9e62,0000,40,11,52b5,82d0f6ab,08080808,84870035003689d307c6010000010000000000010d6665646f726170726f6a656374036f726700001c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,00,0028,0000,4000,40,06,b5e1,82d0f6ab,74d3969f,0599e8cb00000000becba3d750140000d9d90000, 7016
45,00,0055,afd1,0000,40,11,413b,82d0f6ab,08080808,ebfe0035004189de9dae010000010000000000010331353903313530033231310331313607696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,40,0028,0000,4000,40,06,cc87,82d0f6ab,c2b431d8,1a8fdde600000000816acce750140000faff0000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,00,0028,0000,4000,40,06,6caa,82d0f6ab,d1268383,25d26658000000004e2506d45014000000870000, 7016
45,00,0054,5b76,0000,40,11,9597,82d0f6ab,08080808,dbae0035004089ddc28d0100000100000000000103313331033133310233380332303907696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,6586,82d0f6ab,8d5fce6e,1dca946b0000000041479c03501400004b060000, 7016
45,00,0054,41db,0000,40,11,af32,82d0f6ab,08080808,dead0035004089ddad2f0100000100000000000103313130033230360239350331343107696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,57a7,82d0f6ab,33443669,0485bf8e00000000a08d9ab650140000cd4f0000, 7016
45,00,0052,b766,0000,40,11,39a9,82d0f6ab,08080808,ca990035003e89dbe1bd010000010000000000010331303502353402363802353107696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,28c1,82d0f6ab,58d23fc1,18b5c77100000000266aa06750140000f6c80000, 7016
45,00,0053,0c46,0000,40,11,e4c8,82d0f6ab,08080808,883c0035003f89dc80d401000001000000000001033139330236330332313002383807696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,60,0028,0000,4000,40,06,d3d2,82d0f6ab,cdd21f4f,22b8d1a900000000a792a0b6501400000c880000, 7016
45,00,0053,2b68,0000,40,11,c5a6,82d0f6ab,08080808,98c30035003f89dc1bd001000001000000000001023739023331033231300332303507696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,c0,0058,8d44,0000,40,01,1a86,82d0f6ab,b572a32c,030dcf3c000000004500003c555040002a062951b572a32c82d0f6ab27f40017a3cd581b00000000a0027210d1650000020405b40402080a01330d4b0000000001030304, 7016
45,00,0054,ab9d,0000,40,11,4570,82d0f6ab,08080808,dc810035004089dd5df80100000100000000000102343403313633033131340331383107696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,004c,6841,4000,40,11,df71,82d0f6ab,82d0f6a1,d81e007b0038f337230008200000000000000000000000000000000000000000000000000000000000000000000000007b6271309cc16498, 7016
45,00,004a,8b5f,0000,40,11,65b8,82d0f6ab,08080808,87c40035003689d3161e010000010000000000010d6665646f726170726f6a656374036f7267000001000100002905c0000000000000, 7016
45,00,003c,b153,4000,40,06,c946,82d0f6ab,26912015,d9800050700bde6f00000000a002faf0c0500000020405b40402080a41fb0e4a0000000001030308, 7016
45,00,0034,b154,4000,40,06,c94d,82d0f6ab,26912015,d9800050700bde7010d95541801000fbc04800000101080a41fb0ec4fcf66c4f, 7016
45,00,0091,b155,4000,40,06,c8ef,82d0f6ab,26912015,d9800050700bde7010d95541801800fbc0a500000101080a41fb0ec4fcf66c4f474554202f7374617469632f686f7473706f742e74787420485454502f312e310d0a486f73743a206665646f726170726f6a6563742e6f72670d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a, 7016
45,00,0052,d8ff,0000,40,11,1810,82d0f6ab,08080808,8d2c0035003e89db4d87010000010000000000010232310233320331343502333807696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0034,b156,4000,40,06,c94b,82d0f6ab,26912015,d9800050700bdecd10d956e3801000fbc04800000101080a41fb0f3ffcf66ccb, 7016
45,00,0034,b157,4000,40,06,c94a,82d0f6ab,26912015,d9800050700bdecd10d956e4801100fbc04800000101080a41fb0f3ffcf66ccb, 7016
45,00,0028,0000,4000,40,06,62ea,82d0f6ab,93b6cab3,20ec6658000000007497bc3c501400001fd20000, 7016
45,00,0055,1776,0000,40,11,d996,82d0f6ab,08080808,d5480035004189dec69d010000010000000000010331373903323032033138320331343707696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,40,0028,0000,4000,40,06,cc87,82d0f6ab,c2b431d8,180fdde60000000015609e4350140000982e0000, 7016
45,00,0028,0000,4000,40,06,f701,82d0f6ab,b216183c,1be8e1fd00000000a21579ea50140000521c0000, 7016
45,00,0052,c775,0000,40,11,299a,82d0f6ab,08080808,a6c00035003e89db8e55010000010000000000010236300232340232320331373807696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,60,0028,0000,4000,40,06,8848,82d0f6ab,a2d895d3,24bdd30600000000be2a31395014000016810000, 7016
45,00,0055,69d7,0000,40,11,8735,82d0f6ab,08080808,81570035004189deba34010000010000000000010332313103313439033231360331363207696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,00,0028,0000,4000,40,06,a4a9,82d0f6ab,c4fb57af,001688b700000000939a395d50140000c3e40000, 7016
45,00,0028,0000,4000,40,06,fde4,82d0f6ab,cf5af414,20d266580000000036454fe950140000658c0000, 7016
45,00,0053,29ed,0000,40,11,c721,82d0f6ab,08080808,e8d40035003f89dc4eda01000001000000000001023230033234340239300332303707696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
45,00,0028,0000,4000,40,06,c208,82d0f6ab,59f8a553,138aa44600000000f2add72550140000b5640000, 7016
45,00,0053,089a,0000,40,11,e874,82d0f6ab,08080808,a7af0035003f89dc0af601000001000000000001023833033136350332343802383907696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,40,0028,0000,4000,40,06,cc87,82d0f6ab,c2b431d8,163edde6000000005101c6805014000036210000, 7016
45,00,0028,0000,4000,40,06,fdf5,82d0f6ab,cf5af403,213a665800000000a1cfb51d5014000094760000, 7016
45,00,0028,0000,4000,40,06,81b3,82d0f6ab,c1a37dfd,08379ea700000000897431a95014000094b70000, 7016
45,00,0055,4400,0000,40,11,ad0c,82d0f6ab,08080808,d2a10035004189de4cb2010000010000000000010332353303313235033136330331393307696e2d61646472046172706100000c000100002905c0000000000000, 7016
00,01,0800,0604,0002,bc,24,1156,421682d0,f6abd401,c34c17fc82d0f6a1, 7016
00,01,0800,0604,0001,bc,24,1156,421682d0,f6ab0000,0000000082d0f6a1, 7016
45,c0,0048,6c62,0000,40,01,d225,82d0f6ab,73e74e0a,030d387f000000004500002c000000006806175f73e74e0a82d0f6ab735f0378c844ff980000000060027210abf30000020405b4, 7016
45,c0,0044,a7ad,0000,40,01,6a46,82d0f6ab,2d87c102,030d65130000000045000028d4310000ec0692982d87c10282d0f6ab9e63005070b26fe9000000005002ffffc88d0000, 7016
45,00,0052,8022,0000,40,11,70ed,82d0f6ab,08080808,ccfd0035003e89db2744010000010000000000010132033139330331333502343507696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,a991,82d0f6ab,d126469c,239e665800000000473c90ea50140000bc740000, 7016
45,00,0053,4c95,0000,40,11,a479,82d0f6ab,08080808,b4a60035003f89dc422401000001000000000001033135360237300233380332303907696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,81bf,82d0f6ab,c1a37df1,23e1cd6b00000000be778a3a50140000bcc00000, 7016
45,00,0055,36db,0000,40,11,ba31,82d0f6ab,08080808,92c30035004189defa4c010000010000000000010332343103313235033136330331393307696e2d61646472046172706100000c000100002905c0000000000000, 7016
45,00,0028,0000,4000,40,06,14d7,82d0f6ab,671d4560,0016ec4800000000d89b5c305014000068ac0000, 7016
45,00,0052,9bf3,0000,40,11,551c,82d0f6ab,08080808,c9020035003e89dbd140010000010000000000010239360236390232390331303307696e2d61646472046172706100000c000100002905c0000000000000, 7016
